id,em,sm,f1,faithfulness_score,answer_relevancy_score,binary_faithfulness,binary_relevancy
293832,0,1,0.4,0.2892358005046844,0.8999767303466797,0,1
129592,0,1,0.0769230769230769,0.3722559809684753,0.9644161462783812,1,1
13729,0,1,0.4,0.2088657319545745,0.858108401298523,1,1
379086,0,1,0.3333333333333333,0.200962945818901,0.8172688484191895,1,1
96618,0,0,0.0,0.3137626647949219,0.7482931613922119,1,1
28682,0,0,0.0,0.2332101464271545,1.0000001192092896,0,0
137727,0,1,0.25,0.307030588388443,0.7077324390411377,1,0
381842,0,1,0.0,0.3036803305149078,0.6105011701583862,1,1
449522,0,1,0.2222222222222222,0.249864786863327,1.0,1,0
304186,0,1,0.3333333333333333,0.2845143675804138,1.000000238418579,0,0
458467,0,1,0.3333333333333333,0.2121560722589492,0.7957935929298401,0,0
503978,0,0,0.0,0.3383029103279114,0.8328278064727783,1,1
121849,0,1,0.0,0.3072000741958618,0.8746691942214966,0,0
499281,0,0,0.1666666666666666,0.2831448316574096,0.8232879638671875,1,1
155897,0,1,0.2857142857142857,0.2489853203296661,0.5878028273582458,0,0
180739,0,1,0.1999999999999999,0.2598713636398315,0.8300515413284302,1,1
57760,0,0,0.0,0.2324114143848419,0.8054848313331604,0,0
422383,0,1,0.1,0.2234495282173156,0.7392225861549377,1,1
425898,0,1,0.2222222222222222,0.2542361915111542,0.9928988218307496,1,0
74037,0,1,0.2857142857142857,0.248508408665657,0.763999342918396,1,1
342100,0,1,0.2857142857142857,0.2792859077453613,0.8221919536590576,0,0
404462,0,0,0.0,0.2301821410655975,0.8792679309844971,0,0
131152,0,1,0.1,0.3065659403800964,0.9610488414764404,0,0
363241,0,1,0.1538461538461538,0.2320559322834015,0.5808112621307373,0,0
436865,0,0,0.0,0.3134990334510803,0.6676936149597168,0,0
438269,0,1,0.1538461538461538,0.2630161941051483,0.9577864408493042,1,1
180521,0,1,0.1999999999999999,0.2176797538995742,0.984590709209442,0,0
228344,0,1,0.25,0.2107322067022323,0.814123272895813,1,1
341678,0,0,0.0,0.2559651434421539,0.58901447057724,1,1
525369,0,1,0.1818181818181818,0.2044784128665924,0.8907757997512817,1,1
207611,0,0,0.0,0.2173704504966735,0.9720922708511353,0,0
299970,0,1,0.5,0.2845417261123657,0.8750571012496948,1,1
236925,0,0,0.0,0.2374825179576873,0.9359740614891052,1,0
341309,0,1,0.25,0.1722646951675415,0.7187967300415039,0,0
437117,0,1,0.2222222222222222,0.2170877754688263,0.9999998807907104,1,1
212739,0,1,0.2222222222222222,0.2360215187072754,0.6021706461906433,1,1
83736,0,1,0.2222222222222222,0.2745294272899627,0.9050639271736144,1,0
512869,0,0,0.0,0.2155292630195617,0.9953107833862304,0,0
168583,0,1,0.2857142857142857,0.2337455749511718,0.8992419242858887,0,0
451308,0,1,0.25,0.3168243169784546,0.9004340767860413,1,1
432234,0,1,0.2857142857142857,0.2649251818656921,0.9565921425819396,1,1
485909,0,1,0.0,0.1989378631114959,0.8009713292121887,0,0
556758,0,1,0.4444444444444445,0.2712239027023315,0.8331294059753418,1,0
274272,0,1,0.4615384615384615,0.3624874055385589,0.7690422534942627,1,0
408039,0,0,0.1818181818181818,0.2434297204017639,0.7393983006477356,0,0
90640,0,1,0.0588235294117647,0.2625071108341217,0.7721725702285767,1,1
388770,0,0,0.0,0.244327887892723,0.7049270868301392,0,1
48739,0,1,0.3333333333333333,0.2262808084487915,0.6147818565368652,0,0
287570,0,1,0.3333333333333333,0.2935330867767334,1.0000001192092896,1,0
75426,0,0,0.1428571428571428,0.2497220933437347,0.816217303276062,1,1
533311,0,1,0.3333333333333333,0.2396627217531204,0.9486870169639589,0,0
203372,0,1,0.5,0.1945712864398956,0.5588417053222656,1,1
172979,0,1,0.0,0.2160848528146743,0.5662881731987,1,1
90284,0,1,0.25,0.2102494239807129,0.9418588876724244,1,1
547630,0,0,0.5,0.1908955127000808,0.9035181999206544,0,1
77924,0,1,0.2857142857142857,0.3008544743061065,1.0,1,1
529528,0,1,0.0909090909090909,0.3385295569896698,0.6340068578720093,1,1
80053,0,0,0.0,0.2073743641376495,0.8556336164474487,0,0
550529,0,1,0.25,0.2734061479568481,1.0000001192092896,0,0
123017,0,1,0.0,0.241446167230606,0.6046584248542786,1,1
