id,em,sm,f1,faithfulness_score,answer_relevancy_score
293832,0,1,0.4,0.28923580050468445,0.8999767303466797
129592,0,1,0.07692307692307693,0.37225598096847534,0.9644161462783813
13729,0,1,0.4,0.20886573195457458,0.858108401298523
379086,0,1,0.33333333333333337,0.20096294581890106,0.8172688484191895
96618,0,0,0.0,0.3137626647949219,0.7482931613922119
28682,0,0,0.0,0.23321014642715454,1.0000001192092896
137727,0,1,0.25,0.307030588388443,0.7077324390411377
381842,0,1,0.0,0.30368033051490784,0.6105011701583862
449522,0,1,0.2222222222222222,0.24986478686332703,1.0
304186,0,1,0.33333333333333337,0.2845143675804138,1.000000238418579
458467,0,1,0.33333333333333337,0.21215607225894928,0.7957935929298401
503978,0,0,0.0,0.3383029103279114,0.8328278064727783
121849,0,1,0.0,0.3072000741958618,0.8746691942214966
499281,0,0,0.16666666666666669,0.28314483165740967,0.8232879638671875
155897,0,1,0.2857142857142857,0.24898532032966614,0.5878028273582458
180739,0,1,0.19999999999999998,0.25987136363983154,0.8300515413284302
57760,0,0,0.0,0.23241141438484192,0.8054848313331604
422383,0,1,0.1,0.22344952821731567,0.7392225861549377
425898,0,1,0.2222222222222222,0.2542361915111542,0.9928988218307495
74037,0,1,0.2857142857142857,0.24850840866565704,0.763999342918396
342100,0,1,0.2857142857142857,0.27928590774536133,0.8221919536590576
404462,0,0,0.0,0.23018214106559753,0.8792679309844971
131152,0,1,0.1,0.30656594038009644,0.9610488414764404
363241,0,1,0.15384615384615385,0.2320559322834015,0.5808112621307373
436865,0,0,0.0,0.3134990334510803,0.6676936149597168
438269,0,1,0.15384615384615385,0.2630161941051483,0.9577864408493042
180521,0,1,0.19999999999999998,0.21767975389957428,0.9845907092094421
228344,0,1,0.25,0.21073220670223236,0.814123272895813
341678,0,0,0.0,0.25596514344215393,0.58901447057724
525369,0,1,0.18181818181818182,0.2044784128665924,0.8907757997512817
207611,0,0,0.0,0.21737045049667358,0.9720922708511353
299970,0,1,0.5,0.2845417261123657,0.8750571012496948
236925,0,0,0.0,0.23748251795768738,0.9359740614891052
341309,0,1,0.25,0.1722646951675415,0.7187967300415039
437117,0,1,0.2222222222222222,0.2170877754688263,0.9999998807907104
212739,0,1,0.2222222222222222,0.2360215187072754,0.6021706461906433
83736,0,1,0.2222222222222222,0.27452942728996277,0.9050639271736145
512869,0,0,0.0,0.21552926301956177,0.9953107833862305
168583,0,1,0.2857142857142857,0.23374557495117188,0.8992419242858887
451308,0,1,0.25,0.3168243169784546,0.9004340767860413
432234,0,1,0.2857142857142857,0.26492518186569214,0.9565921425819397
485909,0,1,0.0,0.19893786311149597,0.8009713292121887
556758,0,1,0.4444444444444445,0.27122390270233154,0.8331294059753418
274272,0,1,0.4615384615384615,0.36248740553855896,0.7690422534942627
408039,0,0,0.18181818181818182,0.24342972040176392,0.7393983006477356
90640,0,1,0.05882352941176471,0.2625071108341217,0.7721725702285767
388770,0,0,0.0,0.24432788789272308,0.7049270868301392
48739,0,1,0.33333333333333337,0.2262808084487915,0.6147818565368652
287570,0,1,0.33333333333333337,0.2935330867767334,1.0000001192092896
75426,0,0,0.14285714285714285,0.24972209334373474,0.816217303276062
533311,0,1,0.33333333333333337,0.23966272175312042,0.9486870169639587
203372,0,1,0.5,0.19457128643989563,0.5588417053222656
172979,0,1,0.0,0.21608485281467438,0.5662881731987
90284,0,1,0.25,0.2102494239807129,0.9418588876724243
547630,0,0,0.5,0.19089551270008087,0.9035181999206543
77924,0,1,0.2857142857142857,0.30085447430610657,1.0
529528,0,1,0.0909090909090909,0.3385295569896698,0.6340068578720093
80053,0,0,0.0,0.20737436413764954,0.8556336164474487
550529,0,1,0.25,0.27340614795684814,1.0000001192092896
123017,0,1,0.0,0.24144616723060608,0.6046584248542786
